Attendance,Study_Hours,Assignment_Score,Previous_Test_Score,Sleep_Hours,Participation_Level,Internet_Access,Extra_Classes,Parent_Education,Screen_Time,Projects_Completed,Stress_Level,Performance
88,8.8,92,95,7.5,High,Yes,Yes,Postgraduate,1.7,8,Low,Excellent
48,1.6,39,40,4.4,Low,No,No,School,7.9,1,High,Poor
52,1.5,52,55,4.4,Low,Yes,No,Graduate,9.4,2,High,Poor
72,2.2,69,63,6.0,Medium,Yes,No,Graduate,8.0,2,Medium,Average
90,6.1,97,100,7.9,High,Yes,Yes,Postgraduate,1.8,10,Low,Excellent
66,2.9,69,56,5.4,Low,Yes,Yes,Graduate,5.1,5,High,Average
67,2.5,59,67,6.0,Medium,Yes,No,School,7.4,4,Medium,Average
45,1.3,41,43,5.6,Low,Yes,No,School,8.8,1,High,Poor
60,2.6,45,39,4.0,Low,No,No,School,6.1,1,High,Poor
89,4.2,78,85,6.6,Medium,Yes,Yes,Postgraduate,4.7,5,Low,Good
41,1.3,54,52,4.4,Low,No,No,School,9.7,0,High,Poor
55,3.4,57,67,5.6,Low,Yes,Yes,School,7.9,2,High,Average
89,8.3,97,87,7.2,High,Yes,Yes,Postgraduate,2.0,9,Low,Excellent
89,5.8,84,76,7.3,High,Yes,Yes,Postgraduate,5.4,7,Medium,Good
82,6.2,81,80,6.3,Medium,Yes,Yes,Graduate,2.4,8,Medium,Good
62,4.2,55,52,6.9,Medium,Yes,No,School,5.4,3,High,Average
89,8.1,95,99,7.4,High,Yes,Yes,Postgraduate,3.5,9,Low,Excellent
93,9.9,85,97,8.8,High,Yes,Yes,Postgraduate,1.7,7,Low,Excellent
88,9.3,100,91,7.3,High,Yes,Yes,Postgraduate,2.1,8,Low,Excellent
90,6.4,93,92,7.5,High,Yes,Yes,Postgraduate,1.0,10,Low,Excellent
97,7.2,89,100,7.7,High,Yes,Yes,Postgraduate,3.3,8,Low,Excellent
74,4.5,79,75,7.8,High,Yes,Yes,Postgraduate,5.1,7,Medium,Good
88,8.5,87,92,8.9,High,Yes,Yes,Postgraduate,2.2,7,Low,Excellent
54,2.0,37,36,5.5,Low,Yes,No,School,9.1,1,High,Poor
55,1.9,36,32,5.0,Low,Yes,No,School,6.8,2,High,Poor
65,4.1,69,69,5.8,Low,Yes,No,School,6.2,4,High,Average
85,4.1,79,83,7.7,High,Yes,Yes,Graduate,5.7,8,Medium,Good
90,4.3,82,73,6.9,Medium,Yes,Yes,Graduate,3.6,4,Low,Good
99,6.3,97,91,7.1,High,Yes,Yes,Postgraduate,1.1,10,Low,Excellent
45,1.6,39,37,5.4,Low,No,No,Graduate,9.4,0,High,Poor
87,5.8,74,84,6.0,Medium,Yes,Yes,Graduate,2.6,8,Low,Good
70,2.2,62,59,5.6,Medium,Yes,No,Graduate,7.5,2,Medium,Average
44,1.7,53,45,4.6,Low,Yes,No,Graduate,7.1,2,High,Poor
87,7.1,97,91,7.1,High,Yes,Yes,Postgraduate,3.6,9,Low,Excellent
99,7.5,91,99,7.2,High,Yes,Yes,Postgraduate,2.6,9,Low,Excellent
46,1.5,43,48,5.2,Low,Yes,No,School,9.2,2,High,Poor
88,8.7,100,86,8.3,High,Yes,Yes,Postgraduate,1.7,8,Low,Excellent
41,1.4,41,39,5.3,Low,No,No,School,6.3,0,High,Poor
92,8.1,93,89,7.7,High,Yes,Yes,Postgraduate,1.2,7,Low,Excellent
59,2.9,51,51,6.6,Medium,Yes,Yes,School,6.0,5,High,Average
73,4.2,55,59,6.0,Low,Yes,No,Graduate,6.6,5,Medium,Average
60,2.1,45,49,5.6,Low,Yes,No,Graduate,6.4,0,High,Poor
46,1.3,39,39,5.1,Low,No,No,School,8.1,0,High,Poor
70,4.7,60,61,5.5,Low,Yes,Yes,Graduate,5.2,4,Medium,Average
77,6.2,81,77,6.9,Medium,Yes,Yes,Postgraduate,6.0,6,Low,Good
59,2.8,52,65,5.1,Low,Yes,No,Graduate,4.1,3,Medium,Average
47,2.4,46,46,5.7,Low,Yes,No,School,7.4,2,High,Poor
66,3.8,68,62,5.0,Low,Yes,No,Graduate,7.9,4,High,Average
57,3.1,55,66,6.9,Medium,Yes,No,School,6.8,4,High,Average
90,6.6,95,87,8.4,High,Yes,Yes,Postgraduate,1.4,9,Low,Excellent
49,1.4,42,36,5.6,Low,No,No,Graduate,8.7,0,High,Poor
46,2.5,39,46,5.9,Low,Yes,No,Graduate,6.2,2,High,Poor
74,6.7,72,83,6.7,Medium,Yes,Yes,Graduate,4.4,7,Medium,Good
40,1.6,52,42,4.8,Low,Yes,No,Graduate,7.0,1,High,Poor
95,9.2,90,97,7.4,High,Yes,Yes,Postgraduate,2.2,8,Low,Excellent
46,2.3,49,50,5.1,Low,Yes,No,School,6.3,0,High,Poor
87,7.5,99,88,7.4,High,Yes,Yes,Postgraduate,2.3,7,Low,Excellent
88,5.6,74,72,6.3,Medium,Yes,Yes,Postgraduate,2.5,4,Low,Good
67,3.8,69,65,5.5,Medium,Yes,Yes,Graduate,5.2,5,High,Average
44,3.0,35,43,4.3,Low,No,No,Graduate,9.5,1,High,Poor
72,3.7,69,60,6.8,Medium,Yes,No,Graduate,4.3,4,Medium,Average
69,2.4,63,59,5.8,Low,Yes,Yes,Graduate,7.9,4,Medium,Average
58,2.6,70,56,6.1,Medium,Yes,Yes,Graduate,6.5,5,Medium,Average
51,2.0,40,31,4.4,Low,No,No,School,8.5,2,High,Poor
71,3.9,65,70,6.6,Medium,Yes,Yes,School,6.4,5,High,Average
58,1.5,45,42,5.8,Low,Yes,No,Graduate,8.3,2,High,Poor
59,3.9,68,57,6.3,Low,Yes,Yes,Graduate,6.6,4,High,Average
84,6.1,76,81,7.8,Medium,Yes,Yes,Postgraduate,4.8,7,Medium,Good
74,2.2,64,66,5.5,Medium,Yes,Yes,School,7.3,2,High,Average
93,7.5,87,94,8.6,High,Yes,Yes,Postgraduate,1.5,10,Low,Excellent
83,6.3,71,85,6.9,Medium,Yes,Yes,Graduate,3.3,5,Low,Good
42,2.2,38,47,5.6,Low,Yes,No,Graduate,9.3,2,High,Poor
60,2.8,55,51,5.2,Low,Yes,No,Graduate,4.3,2,Medium,Average
48,1.2,35,35,4.3,Low,No,No,Graduate,9.6,1,High,Poor
72,6.4,72,73,7.9,Medium,Yes,Yes,Postgraduate,2.1,4,Medium,Good
54,2.8,50,31,4.1,Low,No,No,School,7.9,1,High,Poor
49,1.9,52,36,5.3,Low,No,No,School,8.7,2,High,Poor
58,1.2,42,50,4.6,Low,Yes,No,Graduate,8.4,1,High,Poor
43,2.8,37,33,5.1,Low,Yes,No,Graduate,7.4,0,High,Poor
41,2.7,51,45,5.4,Low,Yes,No,School,6.9,2,High,Poor
62,3.6,59,51,5.7,Low,Yes,No,Graduate,7.3,3,High,Average
81,6.3,79,71,7.4,Medium,Yes,Yes,Postgraduate,5.8,8,Low,Good
86,6.8,73,83,6.5,Medium,Yes,Yes,Graduate,3.7,7,Medium,Good
90,4.7,76,75,6.1,Medium,Yes,Yes,Postgraduate,5.5,7,Medium,Good
73,4.2,73,75,7.4,Medium,Yes,Yes,Postgraduate,3.3,5,Medium,Good
90,6.4,96,98,8.8,High,Yes,Yes,Postgraduate,2.3,7,Low,Excellent
72,4.1,52,52,5.3,Low,Yes,Yes,School,6.1,3,Medium,Average
88,8.2,90,96,8.0,High,Yes,Yes,Postgraduate,3.3,9,Low,Excellent
42,2.0,42,53,4.3,Low,Yes,No,Graduate,7.3,2,High,Poor
88,6.3,78,70,7.8,Medium,Yes,Yes,Graduate,2.7,4,Medium,Good
92,9.2,96,92,7.2,High,Yes,Yes,Postgraduate,2.5,7,Low,Excellent
69,4.5,58,53,5.3,Medium,Yes,Yes,Graduate,5.5,2,High,Average
76,4.6,83,83,7.4,Medium,Yes,Yes,Postgraduate,5.0,4,Low,Good
88,7.0,92,89,7.8,High,Yes,Yes,Postgraduate,1.8,9,Low,Excellent
75,2.8,62,50,6.6,Medium,Yes,Yes,School,4.6,4,Medium,Average
47,1.1,44,48,4.2,Low,No,No,School,9.0,1,High,Poor
74,4.7,70,75,6.9,High,Yes,Yes,Graduate,5.1,7,Medium,Good
99,7.5,98,96,8.5,High,Yes,Yes,Postgraduate,2.2,9,Low,Excellent
72,5.4,70,81,6.6,High,Yes,Yes,Graduate,5.8,6,Low,Good
90,9.1,85,89,7.6,High,Yes,Yes,Postgraduate,3.4,8,Low,Excellent
82,5.6,79,75,6.2,High,Yes,Yes,Graduate,5.2,7,Medium,Good
71,2.7,51,53,5.7,Low,Yes,No,School,6.1,4,Medium,Average
85,4.6,75,74,7.3,Medium,Yes,Yes,Postgraduate,2.5,6,Medium,Good
54,2.2,35,37,4.6,Low,Yes,No,Graduate,8.0,0,High,Poor
80,5.8,83,83,7.4,Medium,Yes,Yes,Graduate,5.8,5,Low,Good
72,5.1,81,73,7.7,High,Yes,Yes,Postgraduate,2.6,5,Medium,Good
75,5.2,84,72,7.3,High,Yes,Yes,Graduate,4.0,7,Low,Good
60,2.5,50,50,5.8,Low,Yes,No,School,6.4,0,High,Poor
53,2.5,55,36,4.9,Low,Yes,No,School,8.9,1,High,Poor
85,6.2,99,91,8.1,High,Yes,Yes,Postgraduate,1.6,7,Low,Excellent
87,4.1,70,70,7.5,Medium,Yes,Yes,Graduate,4.9,4,Medium,Good
46,3.0,46,43,4.5,Low,Yes,No,Graduate,8.2,2,High,Poor
45,2.1,38,48,5.2,Low,No,No,School,8.8,0,High,Poor
73,4.1,68,66,5.3,Low,Yes,No,Graduate,7.7,3,Medium,Average
55,2.7,36,37,4.1,Low,Yes,No,School,9.1,2,High,Poor
60,2.3,50,60,5.5,Low,Yes,No,Graduate,5.0,5,Medium,Average
72,2.1,51,57,5.4,Medium,Yes,No,School,6.3,4,High,Average
54,1.1,36,35,4.1,Low,No,No,School,7.1,0,High,Poor
87,5.7,79,84,7.0,Medium,Yes,Yes,Postgraduate,5.4,5,Medium,Good
72,4.3,58,62,6.0,Medium,Yes,No,School,7.2,5,High,Average
57,2.8,64,55,5.4,Low,Yes,No,School,7.0,4,High,Average
84,4.9,79,82,6.1,High,Yes,Yes,Graduate,2.0,6,Low,Good
56,3.0,60,53,6.6,Medium,Yes,Yes,School,7.3,2,Medium,Average
74,5.1,75,84,6.9,High,Yes,Yes,Graduate,5.0,5,Medium,Good
93,8.3,96,99,7.5,High,Yes,Yes,Postgraduate,1.1,10,Low,Excellent
58,2.2,64,66,5.2,Medium,Yes,No,School,4.2,2,Medium,Average
86,6.7,85,80,6.9,High,Yes,Yes,Postgraduate,3.9,4,Medium,Good
45,1.5,45,35,4.8,Low,No,No,School,6.8,0,High,Poor
64,4.6,51,63,5.3,Medium,Yes,Yes,School,7.0,5,Medium,Average
60,2.5,51,33,5.1,Low,Yes,No,Graduate,10.0,1,High,Poor
85,4.8,77,74,7.5,High,Yes,Yes,Postgraduate,2.9,7,Low,Good
77,6.2,76,74,7.9,High,Yes,Yes,Postgraduate,3.2,5,Medium,Good
42,2.9,54,52,5.4,Low,No,No,Graduate,7.5,0,High,Poor
55,2.4,61,51,6.1,Medium,Yes,Yes,Graduate,5.3,5,Medium,Average
88,6.3,81,77,6.0,High,Yes,Yes,Graduate,5.3,8,Low,Good
56,1.9,44,31,5.3,Low,Yes,No,Graduate,7.1,0,High,Poor
46,2.5,37,39,5.7,Low,No,No,School,8.4,2,High,Poor
88,8.5,86,95,7.7,High,Yes,Yes,Postgraduate,3.4,10,Low,Excellent
56,3.3,52,52,5.3,Low,Yes,No,School,5.6,5,Medium,Average
52,2.6,36,37,4.3,Low,Yes,No,School,6.9,1,High,Poor
98,9.9,99,99,7.8,High,Yes,Yes,Postgraduate,2.8,10,Low,Excellent
59,2.9,50,67,6.4,Low,Yes,Yes,Graduate,4.9,4,Medium,Average
59,3.6,69,60,6.3,Medium,Yes,Yes,School,6.6,3,High,Average
94,9.1,86,88,9.0,High,Yes,Yes,Postgraduate,3.3,10,Low,Excellent
50,1.7,50,41,4.8,Low,Yes,No,Graduate,7.1,2,High,Poor
83,5.5,77,85,7.9,High,Yes,Yes,Graduate,5.0,8,Low,Good
60,1.2,45,39,4.5,Low,No,No,Graduate,8.0,1,High,Poor
99,9.5,89,93,7.1,High,Yes,Yes,Postgraduate,2.1,7,Low,Excellent
78,6.7,75,73,6.8,Medium,Yes,Yes,Graduate,3.7,8,Low,Good
98,6.1,98,95,7.3,High,Yes,Yes,Postgraduate,3.8,7,Low,Excellent
87,7.6,93,96,8.2,High,Yes,Yes,Postgraduate,2.8,9,Low,Excellent
83,4.7,79,81,6.1,High,Yes,Yes,Postgraduate,5.1,6,Medium,Good
75,6.0,74,77,7.7,High,Yes,Yes,Postgraduate,2.1,7,Medium,Good
87,8.1,95,99,7.4,High,Yes,Yes,Postgraduate,1.0,8,Low,Excellent
63,4.5,52,67,6.9,Medium,Yes,Yes,School,5.3,2,Medium,Average
93,6.7,97,98,8.3,High,Yes,Yes,Postgraduate,3.5,7,Low,Excellent
63,3.6,63,54,6.7,Low,Yes,No,School,6.0,3,High,Average
56,4.0,51,56,5.2,Low,Yes,No,School,5.7,2,High,Average
41,1.7,36,30,4.4,Low,Yes,No,Graduate,9.1,1,High,Poor
98,9.7,90,91,8.8,High,Yes,Yes,Postgraduate,3.1,9,Low,Excellent
80,5.3,79,85,6.5,High,Yes,Yes,Graduate,4.8,4,Medium,Good
58,2.2,43,42,5.5,Low,No,No,Graduate,6.5,0,High,Poor
57,4.9,70,66,5.3,Low,Yes,No,School,6.9,3,High,Average
90,6.9,85,80,7.3,Medium,Yes,Yes,Graduate,3.7,8,Low,Good
45,2.1,43,49,5.1,Low,Yes,No,Graduate,8.4,1,High,Poor
60,3.9,67,68,6.4,Medium,Yes,No,Graduate,5.7,4,High,Average
73,2.3,59,70,6.0,Medium,Yes,No,School,5.3,4,Medium,Average
68,2.7,50,69,6.1,Medium,Yes,No,Graduate,7.2,3,High,Average
67,4.5,54,61,6.0,Medium,Yes,No,Graduate,4.6,4,Medium,Average
45,1.5,39,52,4.2,Low,No,No,Graduate,6.9,0,High,Poor
74,6.8,84,74,6.6,Medium,Yes,Yes,Graduate,3.7,4,Low,Good
55,2.2,40,31,4.5,Low,Yes,No,School,9.3,0,High,Poor
73,4.7,80,74,6.8,High,Yes,Yes,Graduate,5.3,4,Low,Good
58,4.9,69,65,6.0,Low,Yes,No,Graduate,7.5,2,Medium,Average
59,2.3,50,64,7.0,Medium,Yes,Yes,School,4.4,4,High,Average
99,9.7,91,97,7.5,High,Yes,Yes,Postgraduate,2.6,9,Low,Excellent
63,4.2,67,57,6.9,Medium,Yes,No,School,5.3,4,High,Average
75,4.8,58,69,6.8,Medium,Yes,Yes,Graduate,6.4,5,High,Average
55,2.9,66,66,5.6,Low,Yes,No,Graduate,6.8,4,High,Average
54,1.9,42,50,4.1,Low,No,No,School,9.0,1,High,Poor
99,9.2,92,98,8.4,High,Yes,Yes,Postgraduate,2.1,9,Low,Excellent
76,6.4,71,72,6.6,High,Yes,Yes,Graduate,5.6,5,Low,Good
59,2.9,48,49,4.6,Low,Yes,No,School,7.4,0,High,Poor
72,6.4,83,85,6.6,Medium,Yes,Yes,Postgraduate,2.8,6,Medium,Good
62,3.2,68,57,5.2,Low,Yes,Yes,Graduate,5.9,3,High,Average
71,4.3,64,62,6.2,Medium,Yes,No,Graduate,4.1,3,High,Average
57,4.7,52,58,6.6,Medium,Yes,Yes,Graduate,4.3,2,Medium,Average
71,4.4,67,52,5.8,Low,Yes,Yes,School,7.9,5,High,Average
81,4.6,70,83,7.1,High,Yes,Yes,Graduate,2.3,6,Low,Good
89,8.2,87,94,8.2,High,Yes,Yes,Postgraduate,1.0,10,Low,Excellent
75,4.1,62,67,5.3,Medium,Yes,No,School,4.7,2,Medium,Average
40,2.4,36,44,4.4,Low,No,No,Graduate,8.9,0,High,Poor
86,7.8,89,91,8.4,High,Yes,Yes,Postgraduate,2.7,8,Low,Excellent
62,2.9,55,63,6.9,Low,Yes,Yes,School,6.1,4,High,Average
45,2.7,38,35,5.4,Low,Yes,No,School,7.6,1,High,Poor
46,3.0,39,41,4.8,Low,Yes,No,School,6.6,2,High,Poor
88,6.1,70,73,7.0,Medium,Yes,Yes,Graduate,3.4,8,Medium,Good
89,9.4,90,88,7.0,High,Yes,Yes,Postgraduate,2.7,8,Low,Excellent
46,1.8,54,31,5.3,Low,Yes,No,School,6.4,2,High,Poor
45,2.3,36,36,5.1,Low,Yes,No,School,7.7,2,High,Poor
98,8.8,97,91,8.6,High,Yes,Yes,Postgraduate,1.5,10,Low,Excellent
59,1.1,37,55,4.3,Low,Yes,No,School,6.5,1,High,Poor
98,7.4,86,100,8.2,High,Yes,Yes,Postgraduate,1.9,8,Low,Excellent
70,2.9,69,55,5.3,Low,Yes,Yes,School,5.5,2,Medium,Average
77,5.7,71,83,7.2,High,Yes,Yes,Graduate,3.4,5,Medium,Good
90,7.5,97,98,7.0,High,Yes,Yes,Postgraduate,2.6,9,Low,Excellent
84,5.8,80,80,7.3,Medium,Yes,Yes,Postgraduate,3.9,5,Medium,Good
45,1.5,49,47,4.6,Low,No,No,School,8.1,2,High,Poor
72,4.8,70,67,5.8,Low,Yes,Yes,Graduate,5.1,5,Medium,Average
46,2.3,52,51,5.4,Low,No,No,School,8.4,1,High,Poor
53,1.1,42,44,5.7,Low,Yes,No,Graduate,8.8,0,High,Poor
55,4.7,68,54,6.8,Medium,Yes,No,School,7.8,3,High,Average
79,5.5,80,75,6.1,High,Yes,Yes,Postgraduate,5.4,6,Medium,Good
98,7.2,90,98,7.1,High,Yes,Yes,Postgraduate,3.4,8,Low,Excellent
80,5.1,73,71,7.9,Medium,Yes,Yes,Graduate,5.6,5,Low,Good
86,6.6,92,95,7.8,High,Yes,Yes,Postgraduate,3.8,10,Low,Excellent
79,4.2,83,82,6.3,High,Yes,Yes,Postgraduate,3.0,8,Low,Good
59,2.1,60,53,5.6,Medium,Yes,No,School,6.7,2,High,Average
97,9.1,97,97,7.2,High,Yes,Yes,Postgraduate,2.8,7,Low,Excellent
55,2.7,57,59,5.8,Medium,Yes,Yes,School,4.8,4,High,Average
90,4.8,84,77,6.6,High,Yes,Yes,Postgraduate,2.9,6,Low,Good
71,2.9,58,66,5.1,Low,Yes,No,School,5.3,3,Medium,Average
44,2.0,37,43,5.7,Low,No,No,Graduate,9.1,1,High,Poor
93,9.9,89,96,9.0,High,Yes,Yes,Postgraduate,3.5,8,Low,Excellent
70,6.0,70,83,6.5,Medium,Yes,Yes,Graduate,5.3,7,Medium,Good
69,4.6,55,59,6.2,Medium,Yes,Yes,Graduate,5.3,3,Medium,Average
50,1.9,43,34,4.2,Low,No,No,Graduate,9.8,2,High,Poor
69,4.7,66,67,5.4,Medium,Yes,No,School,6.8,4,High,Average
80,6.7,79,80,7.7,Medium,Yes,Yes,Graduate,5.2,6,Low,Good
58,4.6,51,56,7.0,Low,Yes,Yes,Graduate,4.8,4,High,Average
84,4.2,77,73,6.0,Medium,Yes,Yes,Postgraduate,5.0,5,Medium,Good
74,2.4,50,54,5.8,Medium,Yes,No,School,5.7,5,High,Average
45,1.8,43,38,5.6,Low,Yes,No,Graduate,8.2,0,High,Poor
70,2.5,50,52,5.5,Medium,Yes,Yes,Graduate,7.0,4,High,Average
81,4.9,75,73,7.7,High,Yes,Yes,Graduate,5.0,6,Low,Good
91,7.0,98,99,7.8,High,Yes,Yes,Postgraduate,3.9,8,Low,Excellent
48,2.6,51,45,6.0,Low,No,No,Graduate,6.8,2,High,Poor
42,2.5,41,50,5.5,Low,No,No,Graduate,7.7,0,High,Poor
89,8.8,86,98,7.0,High,Yes,Yes,Postgraduate,2.0,10,Low,Excellent
93,7.6,98,85,8.2,High,Yes,Yes,Postgraduate,1.4,10,Low,Excellent
52,3.0,35,53,4.4,Low,No,No,Graduate,9.0,1,High,Poor
70,4.5,71,78,6.2,High,Yes,Yes,Postgraduate,2.7,7,Low,Good
79,5.2,82,80,7.7,Medium,Yes,Yes,Postgraduate,3.4,8,Low,Good
74,6.9,82,72,6.1,Medium,Yes,Yes,Graduate,4.9,5,Low,Good
95,8.1,100,95,8.8,High,Yes,Yes,Postgraduate,1.3,7,Low,Excellent
85,6.5,81,79,6.6,Medium,Yes,Yes,Graduate,4.8,4,Medium,Good
74,6.3,81,78,7.2,High,Yes,Yes,Graduate,3.5,6,Medium,Good
51,2.1,54,35,5.5,Low,Yes,No,Graduate,9.1,2,High,Poor
71,2.3,55,51,5.7,Medium,Yes,No,Graduate,7.7,2,Medium,Average
53,1.2,52,35,4.5,Low,Yes,No,School,8.1,2,High,Poor
90,4.5,79,77,6.7,High,Yes,Yes,Postgraduate,4.0,5,Low,Good
96,9.8,85,88,8.6,High,Yes,Yes,Postgraduate,1.4,7,Low,Excellent
98,9.0,95,94,7.2,High,Yes,Yes,Postgraduate,3.2,10,Low,Excellent
99,7.2,89,86,8.9,High,Yes,Yes,Postgraduate,3.3,10,Low,Excellent
77,4.5,80,78,6.8,High,Yes,Yes,Graduate,5.0,5,Medium,Good
73,4.7,59,57,5.2,Low,Yes,Yes,Graduate,4.4,3,High,Average
73,4.2,63,54,6.7,Medium,Yes,No,School,6.9,4,Medium,Average
54,2.2,41,46,5.5,Low,Yes,No,Graduate,7.3,2,High,Poor
96,8.7,93,85,8.3,High,Yes,Yes,Postgraduate,1.3,7,Low,Excellent
59,4.3,65,62,5.1,Low,Yes,No,Graduate,6.9,3,High,Average
65,4.1,50,50,5.3,Medium,Yes,No,School,6.5,3,Medium,Average
56,4.2,62,58,6.3,Medium,Yes,Yes,School,7.1,4,High,Average
95,8.4,99,90,7.1,High,Yes,Yes,Postgraduate,1.7,10,Low,Excellent
79,5.0,74,73,7.1,Medium,Yes,Yes,Graduate,4.3,8,Low,Good
99,7.1,91,98,8.5,High,Yes,Yes,Postgraduate,1.7,10,Low,Excellent
78,6.1,78,80,7.3,High,Yes,Yes,Graduate,2.9,5,Low,Good
100,9.6,99,91,7.8,High,Yes,Yes,Postgraduate,2.6,9,Low,Excellent
53,3.0,53,43,5.2,Low,Yes,No,Graduate,6.1,2,High,Poor
46,2.8,39,33,4.6,Low,Yes,No,School,6.5,2,High,Poor
54,2.4,54,43,5.2,Low,No,No,School,7.8,0,High,Poor
76,4.7,73,77,6.7,Medium,Yes,Yes,Graduate,2.6,5,Medium,Good
59,2.0,43,35,5.6,Low,No,No,School,6.7,2,High,Poor
78,6.7,70,75,6.5,Medium,Yes,Yes,Postgraduate,2.9,7,Medium,Good
90,9.3,95,99,7.2,High,Yes,Yes,Postgraduate,3.2,8,Low,Excellent
79,5.4,82,83,6.7,Medium,Yes,Yes,Graduate,4.2,5,Medium,Good
69,2.4,60,58,5.5,Medium,Yes,Yes,School,6.9,3,High,Average
75,7.0,73,75,7.4,Medium,Yes,Yes,Postgraduate,2.7,5,Medium,Good
90,6.4,80,72,7.0,High,Yes,Yes,Postgraduate,4.1,6,Low,Good
95,7.7,85,88,8.1,High,Yes,Yes,Postgraduate,2.5,9,Low,Excellent
87,8.7,93,89,8.0,High,Yes,Yes,Postgraduate,1.5,8,Low,Excellent
94,8.3,98,89,7.5,High,Yes,Yes,Postgraduate,3.4,9,Low,Excellent
58,3.2,53,67,5.2,Medium,Yes,No,Graduate,5.6,3,Medium,Average
91,6.5,97,96,7.9,High,Yes,Yes,Postgraduate,1.3,8,Low,Excellent
80,5.0,74,79,7.7,High,Yes,Yes,Postgraduate,3.7,5,Medium,Good
41,2.0,53,39,4.5,Low,No,No,Graduate,8.6,1,High,Poor
89,6.5,82,75,7.0,High,Yes,Yes,Graduate,4.0,7,Low,Good
58,2.1,54,51,4.7,Low,No,No,Graduate,6.7,0,High,Poor
88,8.9,85,86,8.0,High,Yes,Yes,Postgraduate,2.3,7,Low,Excellent
86,5.1,82,83,6.2,Medium,Yes,Yes,Postgraduate,3.2,7,Medium,Good
85,8.3,89,92,7.8,High,Yes,Yes,Postgraduate,3.7,7,Low,Excellent
42,1.7,36,47,5.1,Low,No,No,Graduate,9.8,0,High,Poor
43,2.0,42,53,5.7,Low,No,No,Graduate,9.8,2,High,Poor
89,6.1,100,95,7.0,High,Yes,Yes,Postgraduate,3.1,10,Low,Excellent
57,1.8,48,53,5.5,Low,No,No,School,9.8,0,High,Poor
69,2.8,67,53,6.7,Low,Yes,No,Graduate,5.4,4,Medium,Average
79,6.5,76,84,7.8,High,Yes,Yes,Postgraduate,3.3,8,Low,Good
50,2.8,38,34,5.7,Low,Yes,No,Graduate,7.8,1,High,Poor
77,5.8,76,81,6.3,Medium,Yes,Yes,Graduate,6.0,5,Medium,Good
93,7.8,93,100,8.2,High,Yes,Yes,Postgraduate,2.1,8,Low,Excellent
60,3.2,61,66,6.3,Medium,Yes,No,School,7.9,5,Medium,Average
55,2.2,57,69,5.3,Low,Yes,Yes,Graduate,5.2,3,Medium,Average
48,2.2,49,34,4.3,Low,No,No,Graduate,6.9,2,High,Poor
61,4.1,67,51,6.4,Low,Yes,No,Graduate,5.2,5,Medium,Average
61,4.2,59,53,6.8,Low,Yes,Yes,School,6.2,2,High,Average
100,9.7,97,91,8.2,High,Yes,Yes,Postgraduate,1.8,8,Low,Excellent
58,1.2,41,53,5.0,Low,Yes,No,School,9.8,2,High,Poor
62,2.4,62,50,5.2,Low,Yes,Yes,Graduate,4.9,2,Medium,Average
94,9.9,96,99,7.5,High,Yes,Yes,Postgraduate,1.8,10,Low,Excellent
71,3.2,69,52,6.0,Medium,Yes,Yes,School,8.0,2,Medium,Average
40,2.9,50,31,4.3,Low,Yes,No,Graduate,6.2,2,High,Poor
91,9.1,100,86,8.6,High,Yes,Yes,Postgraduate,2.3,9,Low,Excellent
89,8.6,89,87,8.1,High,Yes,Yes,Postgraduate,3.8,8,Low,Excellent
71,5.6,78,77,7.0,High,Yes,Yes,Postgraduate,2.1,7,Medium,Good
72,4.7,62,62,6.1,Medium,Yes,Yes,Graduate,4.7,4,Medium,Average
53,2.1,43,33,5.3,Low,No,No,School,6.9,2,High,Poor
97,9.1,93,95,8.9,High,Yes,Yes,Postgraduate,3.3,8,Low,Excellent
65,3.4,52,60,5.6,Medium,Yes,Yes,School,6.0,4,Medium,Average
55,2.6,40,49,6.0,Low,Yes,No,School,8.4,0,High,Poor
68,4.3,63,53,6.2,Medium,Yes,Yes,Graduate,4.2,2,High,Average
58,4.6,55,53,6.1,Medium,Yes,No,School,4.9,3,Medium,Average
96,8.3,92,86,8.4,High,Yes,Yes,Postgraduate,1.9,7,Low,Excellent
73,6.2,77,79,6.8,Medium,Yes,Yes,Graduate,4.4,4,Low,Good
43,2.1,40,32,5.8,Low,Yes,No,Graduate,9.2,1,High,Poor
50,1.7,37,33,4.5,Low,Yes,No,Graduate,6.1,2,High,Poor
98,7.2,96,100,8.0,High,Yes,Yes,Postgraduate,1.7,7,Low,Excellent
60,2.8,46,39,5.1,Low,No,No,School,7.2,1,High,Poor
77,4.6,78,75,7.8,Medium,Yes,Yes,Graduate,2.7,7,Low,Good
88,6.9,89,89,7.2,High,Yes,Yes,Postgraduate,3.8,9,Low,Excellent
47,1.5,46,41,5.2,Low,No,No,Graduate,6.3,1,High,Poor
87,9.7,92,95,9.0,High,Yes,Yes,Postgraduate,2.4,8,Low,Excellent
62,3.2,55,65,6.4,Low,Yes,No,School,6.0,3,Medium,Average
74,5.4,84,84,7.5,Medium,Yes,Yes,Postgraduate,2.8,8,Low,Good
50,2.0,49,33,5.1,Low,No,No,Graduate,6.8,2,High,Poor
46,2.1,55,31,5.2,Low,No,No,School,7.3,0,High,Poor
65,2.1,51,56,6.8,Low,Yes,Yes,School,6.0,2,Medium,Average
74,2.5,53,66,5.6,Low,Yes,No,Graduate,6.0,2,High,Average
